Created By,Reported On,Created On,Travel Time,Incident Id,Customer,Location,Contract,Priority,SLA,Servicing Team,Category,Service Type,Subject,Technician,Item Id,Incident Summary,Resolution Summary,Task Summary,Model No,Serial No,ATM ID,Part Number,Service Report No,Task ID,Task Description,Task Type,Task Status,Hours to be Billed,Status,Contact Person,Zone-wise,ATM Installation Date,ATM Age,No. of Years,Intervention Type,Intervention Time,Geo,Day of the Week,Group by Week,WEEKNUM,MONTH,YEAR,Time Taken,Start DateTime,End DateTime,Month
Rakesh,2023-06-19 00:00:00,2023-06-19,0:40,118475,Bank 11,Lallmatie,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 1,1682.0,MCB LALLMATIE M 3125 CASH HANDLER ISSUE CONTACT ARMAND 4072672 DATE 19/6/23,Location: LALLMATIE ID: 3125 S/N: 13-55704758 REPAIR + SERVICE S2 CASH DISP. CLEAN TRANSPORT SENSORS & MECH. + FILTER. REPLACE VACUM CUPS. AUTHENTICATE DISP. TESTED OK.,Receipt printer faulty Paper jam at exit unit Remove jam paper Run loop test and found ok,6634 GBRU,13-55704757,3125,6634 GBRU,ATM - MCB SLA,17588.0,Receipt printer faulty Paper jam at exit unit Remove jam paper Run loop test and found ok,Work Request,Closed,60.0,Closed,Contact MRU,Undefined,To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Mon,,,Jun,2023,01:00:00,2023-06-19 14:00:00,2023-06-19 15:00:00,Jun
Rakesh,2023-06-19 00:00:00,2023-06-19,0:0:0,118514,Bank 11,Plaine Magnien,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,SCPM,Technician 3,1534.0,MCB P MAGNIEN ATM 3128 is returning cheque to customer upon deposit CONTACT SHELVINA 4072425 DATE 20/6/23,SCPM issue Axe on feeder re alignment done Bunch of chequr inserted and tested - Test pass All gear - belts are verified - All good Self test pass ATM put in service,SCPM issue Axe on feeder re alignment done Bunch of chequr inserted and tested - Test pass All gear - belts are verified - All good Self test pass ATM put in service,6684 GBRU,94-57696946,3128,6684 GBRU,ATM - MCB SLA,17617.0,SCPM issue Axe on feeder re alignment done Bunch of chequr inserted and tested - Test pass All gear - belts are verified - All good Self test pass ATM put in service,Work Request,Closed,120.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jun,2023,02:00:00,2023-06-20 09:00:00,2023-06-20 11:00:00,Jun
Rakesh,2023-06-20 00:00:00,2023-06-20,01:10,118519,Bank 11,Bel Air,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 1,1541.0,ATM 3226 Bel Air – Recurrent Cash Handler Faulty. Contact David 4072651,"Location: B AIR ID:3226 S/N: 83-46467670 REPAIR + SERVICE S1 CASH DISP. CLEAN PICK, TIMING AND TRANSPORT SENSORS + FILTER. CLEAN + LUBRICATE SHAFTS + ROLLERS. REPLACE VERTICAL BELTS IN PICK MOD. 1 & 2 + TWO PULLEYS & THREE GEARS IN PICK MOD. 3 & 4 AND CLUTCH IN STACKER. MULTIPLE TESTS DONE OK.",SCPM issue Axe on feeder re alignment done Bunch of chequr inserted and tested - Test pass All gear - belts are verified - All good Self test pass ATM put in service,6626,83-46467670,3226,6626,ATM - MCB SLA,17644.0,SCPM issue Axe on feeder re alignment done Bunch of chequr inserted and tested - Test pass All gear - belts are verified - All good Self test pass ATM put in service,Work Request,Closed,185.0,Resolved - Notified,Contact MRU,Zone 4 (North&East),To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jun,2023,03:05:00,2023-06-20 09:30:00,2023-06-20 12:35:00,Jun
Rakesh,2023-06-20 00:00:00,2023-06-20,0:0:0,118526,Bank 11,Stanley,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,SCPM,Technician 2,1567.0,MCB STANLEY M 3229 SCPM ISSUE CONTACT PASCALE 4072060 DATE 21/6/23,SCPM faulty,"Recurrent cheques deposit sent to reject bin. Dismantled and serviced SCPM modules - cleaned sensors, rollers, belts and connectors. ATM restarted and SCPM tested several times with dummy cheques - tested ok (no jamming and printing ok). ATM put in service and tested through transactions. ATM tested ok. SCPM to be monitored if same issue occur.",6684 GBRU,94-57697203,3229,6684 GBRU,ATM - MCB SLA,17697.0,"Recurrent cheques deposit sent to reject bin. Dismantled and serviced SCPM modules - cleaned sensors, rollers, belts and connectors. ATM restarted and SCPM tested several times with dummy cheques - tested ok (no jamming and printing ok). ATM put in service and tested through transactions. ATM tested ok. SCPM to be monitored if same issue occur.",Work Request,Closed,100.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jun,2023,01:40:00,2023-06-21 09:15:00,2023-06-21 10:55:00,Jun
Rakesh,2023-06-20 00:00:00,2023-06-20,0:0:0,118535,Bank 9,Tribeca Mall,2021-11-ATM-2,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,3060.0,SERVICING - SBM - - TRIBECA - SS6627 - 94-60555917 - OFF-SITE,Preventive maintenance,"PM done complete. Serviced card reader, receipt printer and journal printer ok. Serviced cash handler - cleaned SNT, carriage, belts and sensors. Calibrate sensors. Several test cash done ok. ATM put in service and tested. ATM tested ok.",6627,94-60555917,ATM ID Missing,6627,"AT Comprehensive,weekdays from08:00 to 16:30",17693.0,"PM done complete. Serviced card reader, receipt printer and journal printer ok. Serviced cash handler - cleaned SNT, carriage, belts and sensors. Calibrate sensors. Several test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,75.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jun,2023,01:15:00,2023-06-20 12:00:00,2023-06-20 13:15:00,Jun
Rakesh,2023-06-20 00:00:00,2023-06-20,0:0:0,118536,Bank 9,Tribeca Mall,2021-11-ATM-2,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,3082.0,SERVICING - SBM - - TRIBECA - SS6684 - 71-60447308 - OFF-SITE,Preventive maintenance,"PM done complete. Serviced card reader, receipt printer and journal printer ok. Serviced GBRU - cleaned belts, sensors and BV module - initialized ok. Serviced cash handler - cleaned SNT, carriage, belts and sensors. Calibrate sensors. Several test cash done ok. ATM put in service and tested. ATM tested ok.",6684,71-60447308,ATM ID Missing,6684,"AT Comprehensive,weekdays from08:00 to 16:30",17694.0,"PM done complete. Serviced card reader, receipt printer and journal printer ok. Serviced GBRU - cleaned belts, sensors and BV module - initialized ok. Serviced cash handler - cleaned SNT, carriage, belts and sensors. Calibrate sensors. Several test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,99.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jun,2023,01:39:00,2023-06-20 13:16:00,2023-06-20 14:55:00,Jun
Rakesh,2023-06-20 00:00:00,2023-06-20,0:0:0,118537,Bank 9,Winners St.Paul,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician 2,1381.0,SBM ST PAUL - 6625 - 83-44577156 - CASSETTE 4 FAULTY - CT CAUDAN,Cassette 4 faulty,Too many pick failures on cassette 4. Changed 1 pick arm on position 4 + 2 double gears on position 1 & 2 + changed cassette 4 (Rs1000) - configured and tested ok. + 3 bushings on position 3. Several stack tests done ok. Test cash done ok. ATM put in service and tested. ATM tested ok.,6625,83-44577156,ATM ID Missing,6625,ATM- SBM SLA,17695.0,Too many pick failures on cassette 4. Changed 1 pick arm on position 4 + 2 double gears on position 1 & 2 + changed cassette 4 (Rs1000) - configured and tested ok. + 3 bushings on position 3. Several stack tests done ok. Test cash done ok. ATM put in service and tested. ATM tested ok.,Work Request,Closed,115.0,Resolved - Notified,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,7.961643835616439,8 Years old,ATM Interventions,After 5PM,Mauritius,Tue,,,Jun,2023,01:55:00,2023-06-20 15:45:00,2023-06-20 17:40:00,Jun
Alvin,2023-06-20 00:00:00,2023-06-20,0:0:0,118540,Bank Sey,Location missing,2022-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician Sey,1987.0,Nouvobanq ATM:Anse-Aux Pins Serial Number:83-481884735,Preventive Maintenance,"Preventive Maintenance Clean sensors,rollers,IMCRW,Receipt & Journal priinter Clean SNT module,Clean suction cups Tested ok In service",Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM - ABSA SLA,17630.0,"Preventive Maintenance Clean sensors,rollers,IMCRW,Receipt & Journal priinter Clean SNT module,Clean suction cups Tested ok In service",Work Request,Closed,135.0,Closed,Contact Sey,Seychelles,To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Seychelles,Tue,,,Jun,2023,02:15:00,2023-06-20 09:25:00,2023-06-20 11:40:00,Jun
Alvin,2023-06-20 00:00:00,2023-06-20,0:0:0,118541,Bank Sey,Location missing,2022-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician Sey,1987.0,Nouvobanq:Ile Du Port Serial Number:94-55729422,Preventive Maintenance,"Preventive Maintenance Clean sensors,rollers,belts,IMCRW,receipt & journal printer Clean pick module,clean suction cups Clean SNT module Tested ok Inservice",Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM - ABSA SLA,17631.0,"Preventive Maintenance Clean sensors,rollers,belts,IMCRW,receipt & journal printer Clean pick module,clean suction cups Clean SNT module Tested ok Inservice",Work Request,Closed,62.0,Closed,Contact Sey,Seychelles,To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Seychelles,Tue,,,Jun,2023,01:02:00,2023-06-20 13:22:00,2023-06-20 14:24:00,Jun
Rakesh,2023-06-21 00:00:00,2023-06-21,0:0:0,118543,Bank 11,Rose-Hill,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,SCPM,Technician 2,1886.0,ATM 3103 MCB Rose-Hill – ATM not accepting Cheque. Contact Abou 4072310,SCPM faulty,"SCPM not accepting cheque. Dismantled and serviced SCPM modules - cleaned sensors, rollers, belts and connectors. ATM restarted and SCPM tested several times with dummy cheques - tested ok (no jamming and printing ok). ATM put in service and tested through transactions. ATM tested ok. SCPM to be monitored if same issue occur.",6684 GBRU,94-57696939,3103,6684 GBRU,ATM - MCB SLA,17696.0,"SCPM not accepting cheque. Dismantled and serviced SCPM modules - cleaned sensors, rollers, belts and connectors. ATM restarted and SCPM tested several times with dummy cheques - tested ok (no jamming and printing ok). ATM put in service and tested through transactions. ATM tested ok. SCPM to be monitored if same issue occur.",Work Request,Closed,72.0,Resolved - Notified,Contact MRU,Undefined,To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Jun,2023,01:12:00,2023-06-21 11:28:00,2023-06-21 12:40:00,Jun
Rakesh,2023-06-21 00:00:00,2023-06-21,0:0:0,118568,Bank 7,Welkin,ATM support,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,1295.0,SERVICING - MAUBANK - - WELKIN - SS 6622 - 83-44571859 - OFF-SITE,Preventive maintenance,"PM done complete. Serviced receipt printer, journal printer and card reader - clean card test done ok. Serviced cash handler - cleaned belts and sensors, lubricate gears and axis. Changed 1 double gear on position 3. Test cash done ok. ATM put in service and tested. ATM tested ok.",6622,83-44571859,ATM ID Missing,6622,slal type data,17698.0,"PM done complete. Serviced receipt printer, journal printer and card reader - clean card test done ok. Serviced cash handler - cleaned belts and sensors, lubricate gears and axis. Changed 1 double gear on position 3. Test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,60.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Wed,,,Jun,2023,01:00:00,2023-06-21 14:30:00,2023-06-21 15:30:00,Jun
Alvin,2023-06-21 00:00:00,2023-06-22,0:0:0,118572,Bank Sey,Location missing,2022-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician Sey,1420.0,Nouvobanq Location : SPTC Victoria Main Station Serial Number:94-55729417,Preventive Maintenance,"Preventive Maintenance Clean sensors,rollers,Blets,IMCRW,Receipt & Journal printer Clean sensors,rollers,belts,IMCRW,receipt & jounal printer Clean SNT module Clean pick module,clean suction cups Tested ok In service",Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM- SBM SLA,17656.0,"Preventive Maintenance Clean sensors,rollers,Blets,IMCRW,Receipt & Journal printer Clean sensors,rollers,belts,IMCRW,receipt & jounal printer Clean SNT module Clean pick module,clean suction cups Tested ok In service",Work Request,Closed,90.0,Closed,Contact Sey,Seychelles,To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Seychelles,Wed,,,Jun,2023,01:30:00,2023-06-21 10:15:00,2023-06-21 11:45:00,Jun
Alvin,2023-06-20 00:00:00,2023-06-22,0:0:0,118576,Bank Sey,Location missing,2021-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician Sey,2715.0,MCB Grand Anse Praslin Cash Handler Faulty SS6684 S/N: 94-57697590,Cash Handler Faulty,Checked Devices Status List. Found Carriage Motor Failed. Diagnosed. Found worn-out Rollers on Carriage. Replaced Rollers. Tested OK. In Service.,6684,94-57697590,ATM ID Missing,6684,ATM - SLA MCB SEYCHELLES,17664.0,Checked Devices Status List. Found Carriage Motor Failed. Diagnosed. Found worn-out Rollers on Carriage. Replaced Rollers. Tested OK. In Service.,Work Request,Closed,50.0,Closed,Contact Sey,Seychelles,To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Seychelles,Tue,,,Jun,2023,00:50:00,2023-06-20 14:30:00,2023-06-20 15:20:00,Jun
Alvin,2023-06-22 00:00:00,2023-06-22,0:0:0,118579,Bank Sey,Location missing,2022-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician Sey,3728.0,ABSA Star Casino Preventive Maintenance. Ss6622 S/N:51953016,Preventive Maintenance,"Cleaned Sensors, Belts, Rollers, IMCRW, Receipt and Journal Printer. Lubricate Presenter and Pick Modules. Run test on Devices, Test Passed. Tested Ok. In Service.",6622,51953016,ATM ID Missing,6622,ATM- SBM SLA,17665.0,"Cleaned Sensors, Belts, Rollers, IMCRW, Receipt and Journal Printer. Lubricate Presenter and Pick Modules. Run test on Devices, Test Passed. Tested Ok. In Service.",Work Request,Closed,70.0,Closed,Contact Sey,Seychelles,To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Seychelles,Thu,,,Jun,2023,01:10:00,2023-06-22 15:00:00,2023-06-22 16:10:00,Jun
Rakesh,2023-06-22 00:00:00,2023-06-22,0:0:0,118586,Bank 2,Rose-Hill,2021-01-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,1905.0,SERVICING - ABSA - MU1019 - ROSE-HILL - 6634 GBRU-IATM - 83-54053829 - OFF-SITE - RDV 11:30,Preventive maintenance,"PM done complete. Serviced receipt printer, card reader and journal printer - journal printer push button faulty. Changed 3 small capture rollers and 1 large capture roller in card reader. Serviced GBRU - cleaned belts, sensors and BV module - initialized ok. Serviced cash handler - cleaned belts, sensors, carriage and SNT, Calibrate sensors ok. Test cash done ok. ATM put in service and tested. ATM tested ok.",6634 GBRU-iATM,83-54053829,MU1019,6634 GBRU-iATM,ATM - ABSA SLA,17699.0,"PM done complete. Serviced receipt printer, card reader and journal printer - journal printer push button faulty. Changed 3 small capture rollers and 1 large capture roller in card reader. Serviced GBRU - cleaned belts, sensors and BV module - initialized ok. Serviced cash handler - cleaned belts, sensors, carriage and SNT, Calibrate sensors ok. Test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,105.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Thu,,,Jun,2023,01:45:00,2023-06-22 11:25:00,2023-06-22 13:10:00,Jun
Rakesh,2023-06-22 00:00:00,2023-06-22,0:0:0,118587,Bank 2,Rose-Hill,2021-01-ATM-1,Priority 3,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Journal printer,Technician 2,1905.0,ABSA - MU1019 - ROSE-HILL - 6634 GBRU-IATM - 83-54053829 - JOURNAL PRINTER FAULTY,Journal printer faulty,Push button faulty - changed push button (feed) on journal printer. Journal printer tested several times for feed button. Tested ok.,6634 GBRU-iATM,83-54053829,MU1019,6634 GBRU-iATM,ATM - ABSA SLA,17700.0,Push button faulty - changed push button (feed) on journal printer. Journal printer tested several times for feed button. Tested ok.,Work Request,Closed,15.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jun,2023,00:15:00,2023-06-22 13:10:00,2023-06-22 13:25:00,Jun
Rakesh,2023-06-22 00:00:00,2023-06-22,0:0:0,118588,Bank 10,Quatre-Bornes,2021-06-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,2079.0,SERVICING - HSBC - A814 - QUATRE-BORNES - 6632 - KOREA - 83-51981253 - OFF-SITE,Preventive maintenance,"PM done complete. Serviced card reader and receipt printer - tested ok. Serviced cash handler - cleaned belts & sensors, lubricate all gears and axis, changed 2 vacuum suction cups on position 4. Test cash done ok. ATM put in service and tested. ATM tested ok.",6632 - KOREA,83-51981253,A814,6632 - KOREA,"AT Comprehensive,weekdays from08:00 to 16:30",17701.0,"PM done complete. Serviced card reader and receipt printer - tested ok. Serviced cash handler - cleaned belts & sensors, lubricate all gears and axis, changed 2 vacuum suction cups on position 4. Test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,50.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Thu,,,Jun,2023,00:50:00,2023-06-22 15:10:00,2023-06-22 16:00:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:20,118595,Bank 11,Lallmatie,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Bunch Note Acceptor BNA,Technician 1,1681.0,ATM 3125 - Lallmatie BNA Faulty,Location: LALLMATIE ID: 3125 S/N: 13-55704758 CHECK GBRU. PRE-BV TRANSPORT TO BE REPLACED.,"PM done complete. Serviced card reader and receipt printer - tested ok. Serviced cash handler - cleaned belts & sensors, lubricate all gears and axis, changed 2 vacuum suction cups on position 4. Test cash done ok. ATM put in service and tested. ATM tested ok.",6626,83-46467679,3225,6626,ATM - MCB SLA,17708.0,"PM done complete. Serviced card reader and receipt printer - tested ok. Serviced cash handler - cleaned belts & sensors, lubricate all gears and axis, changed 2 vacuum suction cups on position 4. Test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,75.0,Resolved - Notified,Contact MRU,Zone 4 (North&East),To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Fri,,,Jun,2023,01:15:00,2023-06-23 09:10:00,2023-06-23 10:25:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:0:0,118603,Bank 10,Trianon,2021-06-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,2068.0,SERVICING - HSBC - A817 - TRIANON - 6622 - 83-44272847 - OFF-SITE​- RDV 08:30,Preventive maintenance,"PM done complete. Serviced card reader and receipt printer - tested ok. Serviced cash handler - cleaned belts & sensors, lubricate all gears and axis, changed 2 double gears on position 1 & 2 + 6 vacuum suction cups. 1 small belt broken in presenter. Test cash done several times ok. Need to change presenter - to be quoted. ATM put in service and tested. ATM tested ok.",6622,83-44272847,A817,6622,"AT Comprehensive,weekdays from08:00 to 16:30",17702.0,"PM done complete. Serviced card reader and receipt printer - tested ok. Serviced cash handler - cleaned belts & sensors, lubricate all gears and axis, changed 2 double gears on position 1 & 2 + 6 vacuum suction cups. 1 small belt broken in presenter. Test cash done several times ok. Need to change presenter - to be quoted. ATM put in service and tested. ATM tested ok.",Work Request,Closed,60.0,Resolved - Notified,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Fri,,,Jun,2023,01:00:00,2023-06-23 09:30:00,2023-06-23 10:30:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:0:0,118604,Bank 2,Location missing,2021-01-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,2068.0,SERVICING - ABSA - MU1414 - KENDRA (ST.PIERRE) - 6623 - 83-54073144 - OFF-SITE - SN NOT GOOD IN SSD,Preventive maintenance,"PM done complete. Serviced receipt printer, journal printer and card reader - clean card test done ok. Serviced cash handler - cleaned belts, sensors, SNT and carriage - placed cover on vacuum pump. Calibrate sensors ok, lubricate gears. Test cash done ok. ATM put in service and tested. ATM tested ok.",Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM - ABSA SLA,17703.0,"PM done complete. Serviced receipt printer, journal printer and card reader - clean card test done ok. Serviced cash handler - cleaned belts, sensors, SNT and carriage - placed cover on vacuum pump. Calibrate sensors ok, lubricate gears. Test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,60.0,Resolved - Notified,Contact MRU,Undefined,To be determined,7.961643835616439,8 Years old,ATM Servicing,Before 5PM,Mauritius,Fri,,,Jun,2023,01:00:00,2023-06-23 10:50:00,2023-06-23 11:50:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:0:0,118605,Bank 11,Stanley,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 2,1567.0,MCB 3229 - STANLEY - ATM OUT OF SERVICE - CARD READER ISSUE - CT PASCALE 4072060,Card reader faulty,Width sensor harness displaced error and SPS error fault detected. Removed small piece of plastic blocking width sensor - card reader tested and fault cleared ok. SPS - cleaned all connectors on bezel and card reader. Rebaseline done on SPS at fascia and card reader tested several times at fascia - tested ok. ATM put in service and tested. Transactions monitored. ATM tested ok.,6684 GBRU,94-57697203,3229,6684 GBRU,ATM - MCB SLA,17704.0,Width sensor harness displaced error and SPS error fault detected. Removed small piece of plastic blocking width sensor - card reader tested and fault cleared ok. SPS - cleaned all connectors on bezel and card reader. Rebaseline done on SPS at fascia and card reader tested several times at fascia - tested ok. ATM put in service and tested. Transactions monitored. ATM tested ok.,Work Request,Closed,60.0,Resolved - Notified,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Fri,,,Jun,2023,01:00:00,2023-06-23 13:25:00,2023-06-23 14:25:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:20,118610,Bank 11,Lallmatie,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Bunch Note Acceptor BNA,Technician 1,1567.0,MCB 3125 - LALLMATIE - ISSUE WITH BNA - REPLACE PARTS - CT ARMAND 4072672 - SN NOT GOOD IN SSD,"Location: LALLMATIE ID: 3125 S/N: 13-55704758 REPAIR + SERVICE GBRU. CLEAN TRANSPORT SENSORS, BELTS & MECH. REMOVE FROM SEPERATOR ONE MEDICAL CAPSULE(LOSECTIL) REPLACE PRE-BV TRANSPORT. MULTIPLE TESTS DONE OK.",Width sensor harness displaced error and SPS error fault detected. Removed small piece of plastic blocking width sensor - card reader tested and fault cleared ok. SPS - cleaned all connectors on bezel and card reader. Rebaseline done on SPS at fascia and card reader tested several times at fascia - tested ok. ATM put in service and tested. Transactions monitored. ATM tested ok.,6634 GBRU,13-55704757,3125,6634 GBRU,ATM - MCB SLA,17710.0,Width sensor harness displaced error and SPS error fault detected. Removed small piece of plastic blocking width sensor - card reader tested and fault cleared ok. SPS - cleaned all connectors on bezel and card reader. Rebaseline done on SPS at fascia and card reader tested several times at fascia - tested ok. ATM put in service and tested. Transactions monitored. ATM tested ok.,Work Request,Closed,145.0,Resolved - Notified,Contact MRU,Undefined,To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Fri,,,Jun,2023,02:25:00,2023-06-23 13:20:00,2023-06-23 15:45:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:0:0,118615,Bank 11,Cascavelle,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Bunch Note Acceptor BNA,Technician 2,1705.0,MCB 3337 - CASCAVELLE - BNA FAULTY - - CT CHRISTIAN 4072001 - ASSIST FLACREOLE,GBRU faulty,Assist Francois on GBRU ESCROW faulty - cannot be cleared. Need to fetch ESCROW from workshop Phoenix.,6634 GBRU,83-51981016,3337,6634 GBRU,ATM - MCB SLA,17705.0,Assist Francois on GBRU ESCROW faulty - cannot be cleared. Need to fetch ESCROW from workshop Phoenix.,Work Request,Closed,45.0,Resolved - Notified,Contact MRU,Undefined,To be determined,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Fri,,,Jun,2023,00:45:00,2023-06-23 15:00:00,2023-06-23 15:45:00,Jun
Rakesh,2023-06-23 00:00:00,2023-06-23,0:0:0,118618,Bank 11,Cascavelle,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Bunch Note Acceptor BNA,Technician 2,1705.0,MCB 3337 - CASCAVELLE - BNA FAULTY -REPLACE PARTS AFTER COLLECT FROM BBPH - CT CHRISTIAN 4072001,GBRU faulty,Replace ESCROW module complete - to be paid. Changed BV LAN cable - several RAS mode test done ok. Repair main harness cable for ESCROW. GBRU initialized ok. Tested with notes ok. ATM put in service and tested for cash deposit. ATM tested ok.,6634 GBRU,83-51981016,3337,6634 GBRU,ATM - MCB SLA,17707.0,Replace ESCROW module complete - to be paid. Changed BV LAN cable - several RAS mode test done ok. Repair main harness cable for ESCROW. GBRU initialized ok. Tested with notes ok. ATM put in service and tested for cash deposit. ATM tested ok.,Work Request,Closed,140.0,Resolved - Notified,Contact MRU,Undefined,To be determined,7.961643835616439,8 Years old,ATM Interventions,After 5PM,Mauritius,Fri,,,Jun,2023,02:20:00,2023-06-23 17:05:00,2023-06-23 19:25:00,Jun
